beach_id,height,period,direction,hits_at,pred_dtime
1,1.0,8.6,66,2004-06-02 03:00:00,2004-01-01 00:00:00
1,1.1,8.5,87,2004-06-16 10:00:00,2004-01-01 00:00:00
1,0.8,8.9,90,2004-06-08 21:00:00,2004-01-01 00:00:00
1,0.6,8.3,95,2004-06-08 09:00:00,2004-01-01 00:00:00
1,0.8,8.3,96,2004-06-08 12:00:00,2004-01-01 00:00:00
1,1.5,8.8,65,2004-06-02 04:00:00,2004-01-01 00:00:00
1,1.4,8.3,68,2004-06-09 14:00:00,2004-01-01 00:00:00
1,1.4,9.6,64,2004-06-02 08:00:00,2004-01-01 00:00:00
1,3.0,12.0,105,2004-06-06 14:00:00,2004-01-01 00:00:00
1,1.2,9.2,66,2004-06-03 01:00:00,2004-01-01 00:00:00
1,1.2,8.8,82,2004-06-09 05:00:00,2004-01-01 00:00:00
1,1.4,9.5,80,2004-06-04 19:00:00,2004-01-01 00:00:00
1,0.8,8.4,61,2004-06-25 22:00:00,2004-01-01 00:00:00
1,1.3,7.0,87,2004-06-12 11:00:00,2004-01-01 00:00:00
1,1.0,7.6,127,2004-06-19 08:00:00,2004-01-01 00:00:00
1,2.2,10.2,92,2004-06-06 05:00:00,2004-01-01 00:00:00
1,1.1,8.9,63,2004-06-03 19:00:00,2004-01-01 00:00:00
1,1.6,7.3,83,2004-06-12 04:00:00,2004-01-01 00:00:00
1,1.1,6.4,55,2004-06-13 18:00:00,2004-01-01 00:00:00
1,0.3,8.6,66,2004-06-21 17:00:00,2004-01-01 00:00:00
1,2.2,8.2,75,2004-06-11 16:00:00,2004-01-01 00:00:00
1,1.8,9.6,85,2004-06-06 00:00:00,2004-01-01 00:00:00
1,1.2,9.5,80,2004-06-05 10:00:00,2004-01-01 00:00:00
1,1.1,6.3,55,2004-06-13 16:00:00,2004-01-01 00:00:00
1,1.1,8.8,64,2004-06-03 21:00:00,2004-01-01 00:00:00
1,1.1,6.4,54,2004-06-13 19:00:00,2004-01-01 00:00:00
1,0.8,8.4,95,2004-06-08 06:00:00,2004-01-01 00:00:00
1,0.7,8.5,96,2004-06-08 16:00:00,2004-01-01 00:00:00
1,3.2,6.9,357,2004-06-26 06:00:00,2004-01-01 00:00:00
1,1.4,9.2,80,2004-06-04 17:00:00,2004-01-01 00:00:00
1,2.3,10.2,93,2004-06-06 06:00:00,2004-01-01 00:00:00
1,0.9,7.6,117,2004-06-20 13:00:00,2004-01-01 00:00:00
1,3.0,9.1,67,2004-06-11 08:00:00,2004-01-01 00:00:00
1,2.3,8.3,74,2004-06-11 15:00:00,2004-01-01 00:00:00
1,2.7,12.2,104,2004-06-06 12:00:00,2004-01-01 00:00:00
1,1.0,8.4,82,2004-06-15 23:00:00,2004-01-01 00:00:00
1,2.9,9.7,61,2004-06-11 03:00:00,2004-01-01 00:00:00
1,2.9,9.6,62,2004-06-11 04:00:00,2004-01-01 00:00:00
1,1.4,9.5,79,2004-06-05 13:00:00,2004-01-01 00:00:00
1,1.1,6.3,60,2004-06-13 10:00:00,2004-01-01 00:00:00
1,2.5,8.8,70,2004-06-11 11:00:00,2004-01-01 00:00:00
1,1.1,6.3,58,2004-06-13 11:00:00,2004-01-01 00:00:00
1,0.5,9.9,62,2004-06-22 07:00:00,2004-01-01 00:00:00
1,2.2,8.0,76,2004-06-11 18:00:00,2004-01-01 00:00:00
1,2.1,7.9,77,2004-06-11 19:00:00,2004-01-01 00:00:00
1,2.1,7.7,78,2004-06-11 21:00:00,2004-01-01 00:00:00
1,1.8,7.6,80,2004-06-11 23:00:00,2004-01-01 00:00:00
1,2.1,12.1,99,2004-06-06 08:00:00,2004-01-01 00:00:00
1,3.6,10.1,86,2004-06-30 22:00:00,2004-01-01 00:00:00
1,2.0,9.7,86,2004-06-06 01:00:00,2004-01-01 00:00:00
1,1.0,8.5,87,2004-06-16 09:00:00,2004-01-01 00:00:00
1,1.1,6.2,56,2004-06-13 14:00:00,2004-01-01 00:00:00
1,0.9,6.9,87,2004-06-12 15:00:00,2004-01-01 00:00:00
1,1.2,6.9,88,2004-06-12 13:00:00,2004-01-01 00:00:00
1,1.1,8.8,58,2004-06-14 20:00:00,2004-01-01 00:00:00
1,0.8,6.8,49,2004-06-13 03:00:00,2004-01-01 00:00:00
1,1.0,8.3,74,2004-07-11 05:00:00,2004-01-01 00:00:00
1,1.8,9.6,84,2004-06-05 23:00:00,2004-01-01 00:00:00
1,0.9,6.7,46,2004-06-13 06:00:00,2004-01-01 00:00:00
1,1.1,9.2,62,2004-06-23 02:00:00,2004-01-01 00:00:00
1,2.6,8.9,69,2004-06-11 10:00:00,2004-01-01 00:00:00
1,1.0,9.7,74,2004-06-10 00:00:00,2004-01-01 00:00:00
1,1.0,6.6,53,2004-06-13 21:00:00,2004-01-01 00:00:00
1,1.0,8.5,86,2004-06-16 05:00:00,2004-01-01 00:00:00
1,2.9,9.8,57,2004-06-11 00:00:00,2004-01-01 00:00:00
1,1.0,9.5,75,2004-06-10 03:00:00,2004-01-01 00:00:00
1,0.9,8.0,53,2004-06-15 11:00:00,2004-01-01 00:00:00
1,1.0,7.6,126,2004-06-19 09:00:00,2004-01-01 00:00:00
1,0.9,8.5,75,2004-06-09 19:00:00,2004-01-01 00:00:00
1,1.0,6.6,53,2004-06-13 22:00:00,2004-01-01 00:00:00
1,1.0,8.7,59,2004-06-15 00:00:00,2004-01-01 00:00:00
1,0.6,7.0,108,2004-07-08 13:00:00,2004-01-01 00:00:00
1,1.0,8.8,58,2004-06-14 21:00:00,2004-01-01 00:00:00
1,0.9,7.2,124,2004-06-20 05:00:00,2004-01-01 00:00:00
1,0.9,7.5,127,2004-06-19 14:00:00,2004-01-01 00:00:00
1,1.2,7.0,137,2004-06-18 22:00:00,2004-01-01 00:00:00
1,0.7,8.7,70,2004-06-10 10:00:00,2004-01-01 00:00:00
1,1.9,7.6,80,2004-06-12 00:00:00,2004-01-01 00:00:00
1,0.9,8.5,75,2004-06-09 18:00:00,2004-01-01 00:00:00
1,1.9,8.0,108,2004-07-04 00:00:00,2004-01-01 00:00:00
1,0.9,9.5,74,2004-06-10 05:00:00,2004-01-01 00:00:00
1,0.4,8.8,65,2004-06-23 17:00:00,2004-01-01 00:00:00
1,1.0,8.5,86,2004-06-16 06:00:00,2004-01-01 00:00:00
1,0.9,9.1,54,2004-06-23 07:00:00,2004-01-01 00:00:00
1,1.1,8.9,67,2004-06-10 12:00:00,2004-01-01 00:00:00
1,0.7,7.4,124,2004-06-20 00:00:00,2004-01-01 00:00:00
1,0.3,8.9,64,2004-06-22 00:00:00,2004-01-01 00:00:00
1,4.0,9.5,104,2004-07-02 22:00:00,2004-01-01 00:00:00
1,0.9,7.5,128,2004-06-19 12:00:00,2004-01-01 00:00:00
1,3.5,9.7,51,2004-06-10 20:00:00,2004-01-01 00:00:00
1,1.0,8.4,86,2004-06-16 17:00:00,2004-01-01 00:00:00
1,1.8,9.8,100,2004-06-17 06:00:00,2004-01-01 00:00:00
1,0.2,8.8,68,2004-06-21 03:00:00,2004-01-01 00:00:00
1,0.8,7.3,125,2004-06-20 02:00:00,2004-01-01 00:00:00
1,0.9,8.4,85,2004-06-16 19:00:00,2004-01-01 00:00:00
1,3.0,9.1,47,2004-06-10 19:00:00,2004-01-01 00:00:00
1,0.7,9.0,62,2004-06-23 12:00:00,2004-01-01 00:00:00
1,3.2,8.9,105,2004-07-03 09:00:00,2004-01-01 00:00:00
1,0.5,9.0,60,2004-06-25 09:00:00,2004-01-01 00:00:00
1,3.0,9.7,60,2004-06-11 02:00:00,2004-01-01 00:00:00
1,3.0,8.4,72,2004-06-29 00:00:00,2004-01-01 00:00:00
1,1.8,9.8,97,2004-06-17 05:00:00,2004-01-01 00:00:00
1,1.3,7.6,113,2004-07-04 20:00:00,2004-01-01 00:00:00
1,1.6,7.4,82,2004-06-12 03:00:00,2004-01-01 00:00:00
1,0.7,7.8,57,2004-06-15 17:00:00,2004-01-01 00:00:00
1,3.4,9.8,77,2004-06-28 01:00:00,2004-01-01 00:00:00
1,1.3,6.9,139,2004-06-18 16:00:00,2004-01-01 00:00:00
1,0.2,8.7,68,2004-06-21 05:00:00,2004-01-01 00:00:00
1,2.1,9.0,107,2004-06-17 14:00:00,2004-01-01 00:00:00
1,3.1,9.3,79,2004-06-28 05:00:00,2004-01-01 00:00:00
1,1.1,8.8,57,2004-06-14 18:00:00,2004-01-01 00:00:00
1,1.0,8.4,83,2004-06-16 00:00:00,2004-01-01 00:00:00
1,1.2,6.8,86,2004-06-12 18:00:00,2004-01-01 00:00:00
1,0.6,6.9,122,2004-06-20 09:00:00,2004-01-01 00:00:00
1,1.0,5.6,93,2004-06-24 19:00:00,2004-01-01 00:00:00
1,1.3,7.0,137,2004-06-18 21:00:00,2004-01-01 00:00:00
1,1.0,7.6,127,2004-06-19 10:00:00,2004-01-01 00:00:00
1,0.9,7.4,53,2004-06-14 08:00:00,2004-01-01 00:00:00
1,0.2,8.6,67,2004-06-21 07:00:00,2004-01-01 00:00:00
1,2.1,9.1,106,2004-06-17 13:00:00,2004-01-01 00:00:00
1,0.3,8.9,64,2004-06-22 01:00:00,2004-01-01 00:00:00
1,2.4,8.5,64,2004-06-28 20:00:00,2004-01-01 00:00:00
1,1.0,6.3,55,2004-06-13 17:00:00,2004-01-01 00:00:00
1,2.3,9.4,88,2004-06-29 21:00:00,2004-01-01 00:00:00
1,0.9,8.1,52,2004-06-15 08:00:00,2004-01-01 00:00:00
1,0.9,7.3,125,2004-06-20 03:00:00,2004-01-01 00:00:00
1,0.4,9.1,63,2004-06-22 04:00:00,2004-01-01 00:00:00
1,2.1,8.7,111,2004-06-17 16:00:00,2004-01-01 00:00:00
1,2.0,8.2,132,2004-06-17 18:00:00,2004-01-01 00:00:00
1,0.9,8.3,80,2004-06-15 21:00:00,2004-01-01 00:00:00
1,0.7,7.1,122,2004-06-20 07:00:00,2004-01-01 00:00:00
1,2.1,9.2,57,2004-06-28 13:00:00,2004-01-01 00:00:00
1,0.2,8.9,64,2004-06-21 23:00:00,2004-01-01 00:00:00
1,0.2,8.6,67,2004-06-21 09:00:00,2004-01-01 00:00:00
1,1.6,7.4,147,2004-06-18 04:00:00,2004-01-01 00:00:00
1,1.8,7.9,137,2004-06-17 23:00:00,2004-01-01 00:00:00
1,0.4,9.4,77,2004-07-09 21:00:00,2004-01-01 00:00:00
1,3.5,7.7,359,2004-06-26 12:00:00,2004-01-01 00:00:00
1,0.2,8.6,67,2004-06-21 10:00:00,2004-01-01 00:00:00
1,1.1,7.9,55,2004-06-14 10:00:00,2004-01-01 00:00:00
1,0.9,7.5,128,2004-06-19 11:00:00,2004-01-01 00:00:00
1,0.2,8.6,66,2004-06-21 13:00:00,2004-01-01 00:00:00
1,1.8,8.0,137,2004-06-17 22:00:00,2004-01-01 00:00:00
1,1.1,8.6,85,2004-06-17 00:00:00,2004-01-01 00:00:00
1,0.4,7.8,56,2004-06-15 18:00:00,2004-01-01 00:00:00
1,1.7,9.7,101,2004-06-17 07:00:00,2004-01-01 00:00:00
1,1.1,8.5,87,2004-06-16 08:00:00,2004-01-01 00:00:00
1,4.0,10.6,94,2004-07-01 12:00:00,2004-01-01 00:00:00
1,1.2,8.6,56,2004-06-14 14:00:00,2004-01-01 00:00:00
1,1.1,7.6,77,2004-07-11 23:00:00,2004-01-01 00:00:00
1,0.9,7.4,126,2004-06-19 19:00:00,2004-01-01 00:00:00
1,0.6,6.8,122,2004-06-20 10:00:00,2004-01-01 00:00:00
1,0.2,8.6,66,2004-06-21 14:00:00,2004-01-01 00:00:00
1,0.9,7.0,137,2004-06-18 20:00:00,2004-01-01 00:00:00
1,0.7,8.4,67,2004-06-26 01:00:00,2004-01-01 00:00:00
1,2.1,8.2,131,2004-06-17 17:00:00,2004-01-01 00:00:00
1,1.2,5.5,93,2004-06-24 10:00:00,2004-01-01 00:00:00
1,1.0,8.3,81,2004-06-15 22:00:00,2004-01-01 00:00:00
1,1.7,9.2,65,2004-06-26 20:00:00,2004-01-01 00:00:00
1,1.8,9.7,102,2004-06-17 08:00:00,2004-01-01 00:00:00
1,3.8,8.2,27,2004-06-27 02:00:00,2004-01-01 00:00:00
1,0.9,7.1,124,2004-06-20 06:00:00,2004-01-01 00:00:00
1,1.1,7.2,136,2004-06-19 02:00:00,2004-01-01 00:00:00
1,0.8,8.5,90,2004-06-15 14:00:00,2004-01-01 00:00:00
1,0.8,8.4,90,2004-06-15 13:00:00,2004-01-01 00:00:00
1,0.5,10.0,62,2004-06-22 11:00:00,2004-01-01 00:00:00
1,0.6,9.9,62,2004-06-22 12:00:00,2004-01-01 00:00:00
1,0.6,9.9,62,2004-06-22 13:00:00,2004-01-01 00:00:00
1,0.8,9.9,62,2004-06-22 15:00:00,2004-01-01 00:00:00
1,2.5,10.3,76,2004-06-30 10:00:00,2004-01-01 00:00:00
1,2.6,9.2,64,2004-06-28 10:00:00,2004-01-01 00:00:00
1,2.0,9.2,93,2004-06-29 16:00:00,2004-01-01 00:00:00
1,1.0,5.6,93,2004-06-24 21:00:00,2004-01-01 00:00:00
1,4.1,10.3,75,2004-06-30 09:00:00,2004-01-01 00:00:00
1,3.5,10.1,85,2004-06-30 19:00:00,2004-01-01 00:00:00
1,2.8,10.7,70,2004-06-27 14:00:00,2004-01-01 00:00:00
1,1.0,5.6,93,2004-06-24 22:00:00,2004-01-01 00:00:00
1,2.4,7.7,356,2004-06-26 08:00:00,2004-01-01 00:00:00
1,3.7,10.2,73,2004-06-27 21:00:00,2004-01-01 00:00:00
1,0.8,7.1,108,2004-07-08 10:00:00,2004-01-01 00:00:00
1,0.5,8.2,73,2004-06-24 02:00:00,2004-01-01 00:00:00
1,3.5,8.9,89,2004-07-21 22:00:00,2004-01-01 00:00:00
1,0.8,6.1,115,2004-07-06 02:00:00,2004-01-01 00:00:00
1,4.4,10.0,104,2004-07-02 18:00:00,2004-01-01 00:00:00
1,3.0,8.7,79,2004-06-29 04:00:00,2004-01-01 00:00:00
1,2.4,8.9,57,2004-06-26 23:00:00,2004-01-01 00:00:00
1,0.8,8.1,73,2004-06-24 03:00:00,2004-01-01 00:00:00
1,4.7,11.2,103,2004-07-01 20:00:00,2004-01-01 00:00:00
1,0.5,9.4,62,2004-06-22 06:00:00,2004-01-01 00:00:00
1,1.1,7.1,114,2004-07-05 05:00:00,2004-01-01 00:00:00
1,3.8,10.3,80,2004-06-30 12:00:00,2004-01-01 00:00:00
1,1.3,9.2,91,2004-06-29 14:00:00,2004-01-01 00:00:00
1,0.7,8.4,65,2004-06-25 23:00:00,2004-01-01 00:00:00
1,3.4,7.8,0,2004-06-26 13:00:00,2004-01-01 00:00:00
1,2.7,9.2,82,2004-06-29 12:00:00,2004-01-01 00:00:00
1,0.6,6.9,108,2004-07-08 14:00:00,2004-01-01 00:00:00
1,2.6,9.1,83,2004-06-29 10:00:00,2004-01-01 00:00:00
1,1.2,7.5,114,2004-07-04 23:00:00,2004-01-01 00:00:00
1,0.8,9.0,61,2004-06-23 11:00:00,2004-01-01 00:00:00
1,3.5,10.2,85,2004-06-30 18:00:00,2004-01-01 00:00:00
1,3.8,10.2,84,2004-06-30 17:00:00,2004-01-01 00:00:00
1,3.9,10.3,87,2004-07-01 04:00:00,2004-01-01 00:00:00
1,5.0,10.8,104,2004-07-02 05:00:00,2004-01-01 00:00:00
1,3.9,10.5,92,2004-07-01 10:00:00,2004-01-01 00:00:00
1,3.4,10.1,85,2004-06-30 21:00:00,2004-01-01 00:00:00
1,3.9,10.2,86,2004-07-01 01:00:00,2004-01-01 00:00:00
1,1.0,7.1,103,2004-07-07 18:00:00,2004-01-01 00:00:00
1,3.8,10.2,87,2004-07-01 02:00:00,2004-01-01 00:00:00
1,4.1,10.6,95,2004-07-01 13:00:00,2004-01-01 00:00:00
1,4.3,10.1,105,2004-07-02 17:00:00,2004-01-01 00:00:00
1,0.8,5.8,104,2004-07-07 00:00:00,2004-01-01 00:00:00
1,1.2,7.9,80,2004-07-13 22:00:00,2004-01-01 00:00:00
1,3.0,6.5,1,2004-06-26 07:00:00,2004-01-01 00:00:00
1,2.6,8.4,105,2004-07-03 14:00:00,2004-01-01 00:00:00
1,0.9,7.1,103,2004-07-07 16:00:00,2004-01-01 00:00:00
1,0.8,8.4,60,2004-06-25 21:00:00,2004-01-01 00:00:00
1,4.0,9.9,51,2004-06-27 06:00:00,2004-01-01 00:00:00
1,2.1,8.8,116,2004-07-23 02:00:00,2004-01-01 00:00:00
1,1.7,8.8,138,2004-07-17 23:00:00,2004-01-01 00:00:00
1,4.4,9.7,104,2004-07-02 21:00:00,2004-01-01 00:00:00
1,3.7,10.4,72,2004-06-27 18:00:00,2004-01-01 00:00:00
1,4.1,9.4,104,2004-07-02 23:00:00,2004-01-01 00:00:00
1,3.3,9.0,105,2004-07-03 06:00:00,2004-01-01 00:00:00
1,1.0,7.2,103,2004-07-07 20:00:00,2004-01-01 00:00:00
1,3.4,8.9,105,2004-07-03 08:00:00,2004-01-01 00:00:00
1,3.5,9.1,105,2004-07-03 03:00:00,2004-01-01 00:00:00
1,1.0,7.1,101,2004-07-07 12:00:00,2004-01-01 00:00:00
1,2.5,8.3,105,2004-07-03 15:00:00,2004-01-01 00:00:00
1,2.4,8.3,106,2004-07-03 17:00:00,2004-01-01 00:00:00
1,1.1,7.0,114,2004-07-05 06:00:00,2004-01-01 00:00:00
1,2.0,8.1,108,2004-07-03 22:00:00,2004-01-01 00:00:00
1,1.8,9.7,104,2004-07-13 04:00:00,2004-01-01 00:00:00
1,0.3,7.8,76,2004-07-09 17:00:00,2004-01-01 00:00:00
1,1.7,8.0,108,2004-07-04 01:00:00,2004-01-01 00:00:00
1,2.3,10.7,95,2004-07-01 14:00:00,2004-01-01 00:00:00
1,1.9,8.1,108,2004-07-03 23:00:00,2004-01-01 00:00:00
1,0.6,6.8,107,2004-07-08 19:00:00,2004-01-01 00:00:00
1,4.2,10.2,84,2004-06-30 15:00:00,2004-01-01 00:00:00
1,1.4,7.7,117,2004-07-04 17:00:00,2004-01-01 00:00:00
1,1.2,9.3,92,2004-06-29 17:00:00,2004-01-01 00:00:00
1,1.0,8.0,74,2004-07-11 17:00:00,2004-01-01 00:00:00
1,0.7,6.9,108,2004-07-08 16:00:00,2004-01-01 00:00:00
1,1.2,7.4,114,2004-07-05 00:00:00,2004-01-01 00:00:00
1,1.2,7.3,114,2004-07-05 02:00:00,2004-01-01 00:00:00
1,4.3,10.3,107,2004-07-02 11:00:00,2004-01-01 00:00:00
1,2.8,8.9,82,2004-06-29 07:00:00,2004-01-01 00:00:00
1,1.1,7.2,114,2004-07-05 04:00:00,2004-01-01 00:00:00
1,0.5,9.4,79,2004-07-10 02:00:00,2004-01-01 00:00:00
1,0.3,7.2,79,2004-07-19 22:00:00,2004-01-01 00:00:00
1,2.3,7.2,81,2004-07-15 02:00:00,2004-01-01 00:00:00
1,1.0,6.4,114,2004-07-05 20:00:00,2004-01-01 00:00:00
1,0.8,6.3,112,2004-07-05 23:00:00,2004-01-01 00:00:00
1,0.6,7.2,106,2004-07-08 02:00:00,2004-01-01 00:00:00
1,1.2,7.4,114,2004-07-05 01:00:00,2004-01-01 00:00:00
1,0.9,7.1,102,2004-07-07 15:00:00,2004-01-01 00:00:00
1,3.6,9.9,65,2004-06-30 04:00:00,2004-01-01 00:00:00
1,0.3,7.9,76,2004-07-09 14:00:00,2004-01-01 00:00:00
1,0.8,5.6,107,2004-07-06 18:00:00,2004-01-01 00:00:00
1,0.8,5.7,105,2004-07-06 22:00:00,2004-01-01 00:00:00
1,1.2,8.0,81,2004-07-13 19:00:00,2004-01-01 00:00:00
1,1.0,7.0,101,2004-07-07 08:00:00,2004-01-01 00:00:00
1,0.8,6.2,113,2004-07-06 01:00:00,2004-01-01 00:00:00
1,1.6,7.8,110,2004-07-04 05:00:00,2004-01-01 00:00:00
1,1.2,6.8,115,2004-07-05 11:00:00,2004-01-01 00:00:00
1,0.7,5.6,106,2004-07-06 19:00:00,2004-01-01 00:00:00
1,0.7,7.7,109,2004-08-21 12:00:00,2004-01-01 00:00:00
1,4.7,11.2,102,2004-07-01 19:00:00,2004-01-01 00:00:00
1,0.8,7.2,107,2004-07-08 03:00:00,2004-01-01 00:00:00
1,0.8,6.1,114,2004-07-06 04:00:00,2004-01-01 00:00:00
1,0.9,7.2,105,2004-07-08 01:00:00,2004-01-01 00:00:00
1,1.3,10.0,124,2004-07-12 20:00:00,2004-01-01 00:00:00
1,3.7,10.1,86,2004-07-01 00:00:00,2004-01-01 00:00:00
1,1.8,8.2,82,2004-07-15 17:00:00,2004-01-01 00:00:00
1,2.9,8.7,105,2004-07-03 10:00:00,2004-01-01 00:00:00
1,0.4,6.5,109,2004-07-09 05:00:00,2004-01-01 00:00:00
1,1.6,6.8,77,2004-07-14 21:00:00,2004-01-01 00:00:00
1,0.7,7.0,108,2004-07-08 12:00:00,2004-01-01 00:00:00
1,0.7,6.9,108,2004-07-08 15:00:00,2004-01-01 00:00:00
1,1.4,7.8,112,2004-07-04 11:00:00,2004-01-01 00:00:00
1,4.7,11.0,104,2004-07-02 03:00:00,2004-01-01 00:00:00
1,0.6,6.8,107,2004-07-08 20:00:00,2004-01-01 00:00:00
1,3.6,9.0,105,2004-07-03 05:00:00,2004-01-01 00:00:00
1,1.9,10.1,130,2004-07-16 17:00:00,2004-01-01 00:00:00
1,0.4,7.9,76,2004-07-09 20:00:00,2004-01-01 00:00:00
1,1.6,7.8,109,2004-07-04 04:00:00,2004-01-01 00:00:00
1,0.4,9.5,78,2004-07-09 22:00:00,2004-01-01 00:00:00
1,3.7,9.3,104,2004-07-03 01:00:00,2004-01-01 00:00:00
1,0.5,8.5,119,2004-07-27 18:00:00,2004-01-01 00:00:00
1,0.6,9.3,82,2004-07-10 06:00:00,2004-01-01 00:00:00
1,0.7,9.2,79,2004-07-10 11:00:00,2004-01-01 00:00:00
1,0.7,9.1,79,2004-07-10 13:00:00,2004-01-01 00:00:00
1,0.8,9.0,78,2004-07-10 16:00:00,2004-01-01 00:00:00
1,0.9,8.7,76,2004-07-10 21:00:00,2004-01-01 00:00:00
1,0.7,9.0,78,2004-07-10 15:00:00,2004-01-01 00:00:00
1,0.8,8.9,77,2004-07-10 17:00:00,2004-01-01 00:00:00
1,0.9,6.2,114,2004-07-06 00:00:00,2004-01-01 00:00:00
1,1.0,8.5,75,2004-07-11 00:00:00,2004-01-01 00:00:00
1,1.3,7.5,114,2004-07-04 22:00:00,2004-01-01 00:00:00
1,0.4,9.3,77,2004-07-09 19:00:00,2004-01-01 00:00:00
1,0.8,7.8,112,2004-07-04 08:00:00,2004-01-01 00:00:00
1,1.0,8.2,73,2004-07-11 10:00:00,2004-01-01 00:00:00
1,1.7,8.0,83,2004-07-16 03:00:00,2004-01-01 00:00:00
1,1.4,9.0,110,2004-08-01 19:00:00,2004-01-01 00:00:00
1,1.9,7.7,81,2004-07-14 20:00:00,2004-01-01 00:00:00
1,1.4,7.7,117,2004-07-04 16:00:00,2004-01-01 00:00:00
1,0.3,7.9,76,2004-07-09 15:00:00,2004-01-01 00:00:00
1,1.3,7.8,112,2004-07-04 10:00:00,2004-01-01 00:00:00
1,1.9,9.9,130,2004-07-16 22:00:00,2004-01-01 00:00:00
1,1.1,7.6,132,2004-07-26 17:00:00,2004-01-01 00:00:00
1,1.0,11.1,127,2004-07-12 07:00:00,2004-01-01 00:00:00
1,3.0,9.2,93,2004-07-22 04:00:00,2004-01-01 00:00:00
1,1.5,10.5,127,2004-07-12 14:00:00,2004-01-01 00:00:00
1,1.9,8.4,77,2004-07-21 11:00:00,2004-01-01 00:00:00
1,1.3,10.0,125,2004-07-12 18:00:00,2004-01-01 00:00:00
1,1.0,6.8,101,2004-07-07 03:00:00,2004-01-01 00:00:00
1,0.3,7.8,76,2004-07-09 18:00:00,2004-01-01 00:00:00
1,1.0,7.2,105,2004-07-07 23:00:00,2004-01-01 00:00:00
1,1.8,9.1,113,2004-08-01 14:00:00,2004-01-01 00:00:00
1,1.2,7.8,80,2004-07-14 00:00:00,2004-01-01 00:00:00
1,1.1,5.5,79,2004-07-14 15:00:00,2004-01-01 00:00:00
1,0.9,7.5,78,2004-07-12 03:00:00,2004-01-01 00:00:00
1,0.8,5.6,108,2004-07-06 17:00:00,2004-01-01 00:00:00
1,0.8,7.0,108,2004-07-08 11:00:00,2004-01-01 00:00:00
1,1.5,8.1,135,2004-07-23 23:00:00,2004-01-01 00:00:00
1,1.1,7.6,132,2004-07-26 18:00:00,2004-01-01 00:00:00
1,1.5,7.7,84,2004-07-16 07:00:00,2004-01-01 00:00:00
1,2.4,9.3,106,2004-07-30 07:00:00,2004-01-01 00:00:00
1,1.1,7.6,77,2004-07-12 00:00:00,2004-01-01 00:00:00
1,2.1,9.7,131,2004-07-17 03:00:00,2004-01-01 00:00:00
1,1.0,7.1,101,2004-07-07 11:00:00,2004-01-01 00:00:00
1,3.4,9.1,91,2004-07-21 23:00:00,2004-01-01 00:00:00
1,1.8,7.9,83,2004-07-15 08:00:00,2004-01-01 00:00:00
1,0.6,8.4,118,2004-07-27 20:00:00,2004-01-01 00:00:00
1,0.8,11.1,127,2004-07-12 06:00:00,2004-01-01 00:00:00
1,2.7,9.2,92,2004-07-22 10:00:00,2004-01-01 00:00:00
1,1.1,7.9,75,2004-07-11 19:00:00,2004-01-01 00:00:00
1,0.4,8.1,88,2004-08-08 00:00:00,2004-01-01 00:00:00
1,0.9,8.4,93,2004-07-25 17:00:00,2004-01-01 00:00:00
1,1.9,7.6,80,2004-07-14 22:00:00,2004-01-01 00:00:00
1,1.6,7.7,84,2004-07-16 09:00:00,2004-01-01 00:00:00
1,2.1,9.0,107,2004-07-22 21:00:00,2004-01-01 00:00:00
1,1.0,8.2,73,2004-07-11 09:00:00,2004-01-01 00:00:00
1,0.7,7.2,107,2004-07-08 04:00:00,2004-01-01 00:00:00
1,1.4,8.2,142,2004-07-18 07:00:00,2004-01-01 00:00:00
1,2.0,8.4,80,2004-07-21 13:00:00,2004-01-01 00:00:00
1,1.9,8.0,83,2004-07-15 10:00:00,2004-01-01 00:00:00
1,0.5,6.5,109,2004-07-09 04:00:00,2004-01-01 00:00:00
1,0.5,7.1,80,2004-07-19 23:00:00,2004-01-01 00:00:00
1,1.0,8.0,73,2004-07-11 14:00:00,2004-01-01 00:00:00
1,1.0,8.2,73,2004-07-11 08:00:00,2004-01-01 00:00:00
1,2.0,10.3,133,2004-07-16 14:00:00,2004-01-01 00:00:00
1,1.1,8.0,73,2004-07-11 15:00:00,2004-01-01 00:00:00
1,2.1,9.8,131,2004-07-17 01:00:00,2004-01-01 00:00:00
1,1.3,8.0,135,2004-07-24 00:00:00,2004-01-01 00:00:00
1,0.5,11.2,77,2004-07-20 07:00:00,2004-01-01 00:00:00
1,0.5,9.4,79,2004-07-10 03:00:00,2004-01-01 00:00:00
1,1.3,8.1,112,2004-07-25 05:00:00,2004-01-01 00:00:00
1,2.6,9.2,93,2004-07-22 06:00:00,2004-01-01 00:00:00
1,0.6,6.7,109,2004-07-08 23:00:00,2004-01-01 00:00:00
1,2.3,8.3,82,2004-07-21 16:00:00,2004-01-01 00:00:00
1,1.3,8.5,97,2004-07-26 04:00:00,2004-01-01 00:00:00
1,1.9,8.2,84,2004-07-15 14:00:00,2004-01-01 00:00:00
1,1.6,8.5,109,2004-07-30 21:00:00,2004-01-01 00:00:00
1,1.1,5.5,79,2004-07-14 14:00:00,2004-01-01 00:00:00
1,1.3,10.1,127,2004-07-12 17:00:00,2004-01-01 00:00:00
1,1.2,5.6,93,2004-06-24 13:00:00,2004-01-01 00:00:00
1,1.1,9.7,62,2004-06-22 18:00:00,2004-01-01 00:00:00
