beach_id,height,period,direction,hits_at,pred_dtime
1,5.0,13.6,128,2005-02-09 18:00:00,2004-01-01 00:00:00
1,1.7,12.2,84,2005-02-17 06:00:00,2004-01-01 00:00:00
1,3.2,10.3,89,2005-02-12 23:00:00,2004-01-01 00:00:00
1,5.7,15.3,136,2005-02-10 10:00:00,2004-01-01 00:00:00
1,0.8,8.4,118,2005-02-07 09:00:00,2004-01-01 00:00:00
1,0.7,12.3,79,2005-02-23 08:00:00,2004-01-01 00:00:00
1,0.9,8.5,118,2005-02-07 08:00:00,2004-01-01 00:00:00
1,5.2,11.6,137,2005-02-05 12:00:00,2004-01-01 00:00:00
1,6.0,13.5,121,2005-02-08 09:00:00,2004-01-01 00:00:00
1,4.1,16.4,135,2005-02-10 02:00:00,2004-01-01 00:00:00
1,0.6,8.3,120,2005-02-21 03:00:00,2004-01-01 00:00:00
1,5.8,15.2,125,2005-02-08 13:00:00,2004-01-01 00:00:00
1,2.6,10.9,136,2005-02-18 11:00:00,2004-01-01 00:00:00
1,5.1,10.8,150,2005-02-05 17:00:00,2004-01-01 00:00:00
1,3.2,12.2,90,2005-02-04 10:00:00,2004-01-01 00:00:00
1,0.2,11.2,52,2005-02-07 14:00:00,2004-01-01 00:00:00
1,3.8,12.0,90,2005-02-04 14:00:00,2004-01-01 00:00:00
1,5.1,10.6,150,2005-02-05 18:00:00,2004-01-01 00:00:00
1,1.2,9.2,126,2005-02-20 10:00:00,2004-01-01 00:00:00
1,2.4,9.1,67,2005-02-11 16:00:00,2004-01-01 00:00:00
1,5.2,14.9,122,2005-02-08 22:00:00,2004-01-01 00:00:00
1,5.5,14.9,122,2005-02-08 23:00:00,2004-01-01 00:00:00
1,4.7,14.8,122,2005-02-09 00:00:00,2004-01-01 00:00:00
1,5.8,14.7,122,2005-02-09 01:00:00,2004-01-01 00:00:00
1,5.5,15.1,123,2005-02-08 19:00:00,2004-01-01 00:00:00
1,5.0,13.5,119,2005-02-09 12:00:00,2004-01-01 00:00:00
1,5.2,14.4,121,2005-02-09 05:00:00,2004-01-01 00:00:00
1,2.4,10.1,142,2005-02-06 08:00:00,2004-01-01 00:00:00
1,0.9,9.2,71,2005-02-15 04:00:00,2004-01-01 00:00:00
1,6.1,15.1,124,2005-02-08 17:00:00,2004-01-01 00:00:00
1,5.5,13.0,120,2005-02-08 08:00:00,2004-01-01 00:00:00
1,1.7,10.3,83,2005-02-13 17:00:00,2004-01-01 00:00:00
1,5.1,15.5,136,2005-02-10 09:00:00,2004-01-01 00:00:00
1,0.8,11.9,82,2005-02-16 00:00:00,2004-01-01 00:00:00
1,5.2,10.6,149,2005-02-05 19:00:00,2004-01-01 00:00:00
1,1.3,10.1,68,2005-02-04 04:00:00,2004-01-01 00:00:00
1,3.9,11.2,113,2005-02-04 20:00:00,2004-01-01 00:00:00
1,0.4,10.6,87,2005-02-25 21:00:00,2004-01-01 00:00:00
1,1.3,10.3,65,2005-02-04 00:00:00,2004-01-01 00:00:00
1,1.4,10.0,68,2005-02-04 05:00:00,2004-01-01 00:00:00
1,4.9,11.2,146,2005-02-05 15:00:00,2004-01-01 00:00:00
1,2.9,11.3,133,2005-02-18 01:00:00,2004-01-01 00:00:00
1,3.8,9.0,67,2005-02-11 20:00:00,2004-01-01 00:00:00
1,4.3,9.2,71,2005-02-12 01:00:00,2004-01-01 00:00:00
1,2.6,10.1,143,2005-02-06 09:00:00,2004-01-01 00:00:00
1,1.1,9.5,76,2005-02-14 17:00:00,2004-01-01 00:00:00
1,2.6,11.3,127,2005-02-05 00:00:00,2004-01-01 00:00:00
1,4.8,10.5,150,2005-02-05 20:00:00,2004-01-01 00:00:00
1,1.6,12.5,83,2005-02-17 00:00:00,2004-01-01 00:00:00
1,1.9,10.3,90,2005-02-13 00:00:00,2004-01-01 00:00:00
1,4.1,9.2,71,2005-02-12 05:00:00,2004-01-01 00:00:00
1,2.4,11.6,95,2005-02-17 15:00:00,2004-01-01 00:00:00
1,2.7,17.2,135,2005-02-10 07:00:00,2004-01-01 00:00:00
1,1.7,10.3,83,2005-02-13 16:00:00,2004-01-01 00:00:00
1,0.9,9.2,70,2005-02-15 06:00:00,2004-01-01 00:00:00
1,4.4,14.0,135,2005-02-10 22:00:00,2004-01-01 00:00:00
1,0.7,11.9,82,2005-02-15 21:00:00,2004-01-01 00:00:00
1,2.6,9.1,71,2005-02-12 06:00:00,2004-01-01 00:00:00
1,3.1,10.3,89,2005-02-12 22:00:00,2004-01-01 00:00:00
1,2.3,10.7,85,2005-02-13 09:00:00,2004-01-01 00:00:00
1,0.3,15.1,69,2005-02-26 20:00:00,2004-01-01 00:00:00
1,0.6,11.8,84,2005-02-15 18:00:00,2004-01-01 00:00:00
1,1.7,10.3,89,2005-02-13 01:00:00,2004-01-01 00:00:00
1,2.4,10.8,85,2005-02-13 05:00:00,2004-01-01 00:00:00
1,2.3,10.7,85,2005-02-13 07:00:00,2004-01-01 00:00:00
1,2.3,10.7,86,2005-02-13 08:00:00,2004-01-01 00:00:00
1,2.3,10.7,86,2005-02-13 10:00:00,2004-01-01 00:00:00
1,2.0,10.4,84,2005-02-13 13:00:00,2004-01-01 00:00:00
1,1.8,10.3,83,2005-02-13 15:00:00,2004-01-01 00:00:00
1,0.7,8.9,68,2005-02-15 16:00:00,2004-01-01 00:00:00
1,1.2,10.2,81,2005-02-13 23:00:00,2004-01-01 00:00:00
1,1.2,10.3,81,2005-02-14 00:00:00,2004-01-01 00:00:00
1,3.2,10.4,90,2005-02-13 03:00:00,2004-01-01 00:00:00
1,0.8,11.9,82,2005-02-15 23:00:00,2004-01-01 00:00:00
1,1.6,9.5,132,2005-02-20 03:00:00,2004-01-01 00:00:00
1,1.2,9.8,76,2005-02-14 12:00:00,2004-01-01 00:00:00
1,0.3,12.6,83,2005-02-22 16:00:00,2004-01-01 00:00:00
1,1.6,8.6,95,2005-02-08 03:00:00,2004-01-01 00:00:00
1,4.5,9.3,74,2005-02-12 09:00:00,2004-01-01 00:00:00
1,4.6,16.8,135,2005-02-10 04:00:00,2004-01-01 00:00:00
1,2.3,11.9,90,2005-02-17 12:00:00,2004-01-01 00:00:00
1,2.9,11.3,133,2005-02-18 03:00:00,2004-01-01 00:00:00
1,1.1,9.0,127,2005-02-20 14:00:00,2004-01-01 00:00:00
1,3.7,16.1,134,2005-02-10 00:00:00,2004-01-01 00:00:00
1,0.8,11.9,82,2005-02-16 01:00:00,2004-01-01 00:00:00
1,4.0,9.1,71,2005-02-12 08:00:00,2004-01-01 00:00:00
1,1.2,12.2,80,2005-02-16 08:00:00,2004-01-01 00:00:00
1,0.6,11.8,84,2005-02-15 17:00:00,2004-01-01 00:00:00
1,0.7,12.3,79,2005-02-23 07:00:00,2004-01-01 00:00:00
1,1.4,12.8,82,2005-02-16 12:00:00,2004-01-01 00:00:00
1,2.2,12.1,87,2005-02-17 07:00:00,2004-01-01 00:00:00
1,1.5,13.0,83,2005-02-16 15:00:00,2004-01-01 00:00:00
1,1.5,13.0,83,2005-02-16 16:00:00,2004-01-01 00:00:00
1,1.5,13.0,83,2005-02-16 17:00:00,2004-01-01 00:00:00
1,1.5,13.0,83,2005-02-16 18:00:00,2004-01-01 00:00:00
1,1.8,9.9,133,2005-02-19 23:00:00,2004-01-01 00:00:00
1,1.6,12.7,84,2005-02-16 22:00:00,2004-01-01 00:00:00
1,0.5,14.9,69,2005-02-26 23:00:00,2004-01-01 00:00:00
1,0.6,12.4,80,2005-02-23 04:00:00,2004-01-01 00:00:00
1,2.5,10.8,137,2005-02-18 13:00:00,2004-01-01 00:00:00
1,1.6,12.3,83,2005-02-17 03:00:00,2004-01-01 00:00:00
1,2.9,12.0,146,2005-02-19 05:00:00,2004-01-01 00:00:00
1,2.3,12.1,87,2005-02-17 08:00:00,2004-01-01 00:00:00
1,0.6,8.9,69,2005-02-15 14:00:00,2004-01-01 00:00:00
1,2.7,11.0,134,2005-02-18 08:00:00,2004-01-01 00:00:00
1,2.2,11.3,94,2005-02-17 16:00:00,2004-01-01 00:00:00
1,1.3,12.6,82,2005-02-16 11:00:00,2004-01-01 00:00:00
1,2.9,12.0,146,2005-02-19 04:00:00,2004-01-01 00:00:00
1,1.7,9.8,132,2005-02-20 01:00:00,2004-01-01 00:00:00
1,2.8,10.9,146,2005-02-19 11:00:00,2004-01-01 00:00:00
1,0.3,10.0,75,2005-02-21 23:00:00,2004-01-01 00:00:00
1,0.3,10.0,75,2005-02-22 01:00:00,2004-01-01 00:00:00
1,0.3,9.9,77,2005-02-22 02:00:00,2004-01-01 00:00:00
1,0.3,9.8,78,2005-02-22 06:00:00,2004-01-01 00:00:00
1,0.3,9.8,79,2005-02-22 08:00:00,2004-01-01 00:00:00
1,1.6,11.2,82,2005-02-17 21:00:00,2004-01-01 00:00:00
1,0.4,12.5,82,2005-02-22 20:00:00,2004-01-01 00:00:00
1,0.4,12.5,82,2005-02-22 21:00:00,2004-01-01 00:00:00
1,0.5,12.5,82,2005-02-22 22:00:00,2004-01-01 00:00:00
1,0.5,12.5,81,2005-02-22 23:00:00,2004-01-01 00:00:00
1,0.5,12.4,81,2005-02-23 00:00:00,2004-01-01 00:00:00
1,0.6,12.4,81,2005-02-23 01:00:00,2004-01-01 00:00:00
1,0.7,12.3,78,2005-02-23 11:00:00,2004-01-01 00:00:00
1,0.5,14.8,69,2005-02-27 00:00:00,2004-01-01 00:00:00
1,0.7,12.0,78,2005-02-23 15:00:00,2004-01-01 00:00:00
1,0.7,12.0,78,2005-02-23 16:00:00,2004-01-01 00:00:00
1,0.7,11.8,76,2005-02-23 22:00:00,2004-01-01 00:00:00
1,0.7,11.9,75,2005-02-23 23:00:00,2004-01-01 00:00:00
1,0.5,10.5,80,2005-02-25 16:00:00,2004-01-01 00:00:00
1,0.7,13.0,73,2005-02-24 03:00:00,2004-01-01 00:00:00
1,0.7,13.0,73,2005-02-24 04:00:00,2004-01-01 00:00:00
1,0.8,12.3,71,2005-02-24 12:00:00,2004-01-01 00:00:00
1,0.7,12.1,71,2005-02-24 15:00:00,2004-01-01 00:00:00
1,0.7,12.1,71,2005-02-24 16:00:00,2004-01-01 00:00:00
1,0.7,12.0,71,2005-02-24 17:00:00,2004-01-01 00:00:00
1,0.7,11.9,71,2005-02-24 19:00:00,2004-01-01 00:00:00
1,0.7,11.6,71,2005-02-24 22:00:00,2004-01-01 00:00:00
1,0.8,12.3,88,2005-03-10 08:00:00,2004-01-01 00:00:00
1,0.4,10.8,87,2005-02-26 03:00:00,2004-01-01 00:00:00
1,0.3,10.9,88,2005-02-26 09:00:00,2004-01-01 00:00:00
1,0.6,10.9,78,2005-02-25 10:00:00,2004-01-01 00:00:00
1,0.7,11.1,75,2005-02-25 06:00:00,2004-01-01 00:00:00
1,0.6,10.9,77,2005-02-25 09:00:00,2004-01-01 00:00:00
1,0.6,10.6,80,2005-02-25 15:00:00,2004-01-01 00:00:00
1,0.4,10.8,87,2005-02-26 02:00:00,2004-01-01 00:00:00
1,2.8,10.5,147,2005-02-19 14:00:00,2004-01-01 00:00:00
1,0.7,14.7,70,2005-02-27 03:00:00,2004-01-01 00:00:00
1,0.4,10.8,87,2005-02-26 04:00:00,2004-01-01 00:00:00
1,0.4,10.9,87,2005-02-26 05:00:00,2004-01-01 00:00:00
1,0.4,10.9,87,2005-02-26 07:00:00,2004-01-01 00:00:00
1,0.4,10.9,87,2005-02-26 08:00:00,2004-01-01 00:00:00
1,0.3,10.9,88,2005-02-26 10:00:00,2004-01-01 00:00:00
1,0.3,10.9,88,2005-02-26 11:00:00,2004-01-01 00:00:00
1,0.3,10.9,88,2005-02-26 12:00:00,2004-01-01 00:00:00
1,0.2,13.9,87,2005-03-06 06:00:00,2004-01-01 00:00:00
1,0.3,10.9,89,2005-02-26 13:00:00,2004-01-01 00:00:00
1,1.0,14.6,71,2005-02-28 02:00:00,2004-01-01 00:00:00
1,0.5,10.4,80,2005-02-25 18:00:00,2004-01-01 00:00:00
1,0.2,15.8,70,2005-02-26 18:00:00,2004-01-01 00:00:00
1,0.8,14.6,70,2005-02-27 05:00:00,2004-01-01 00:00:00
1,0.9,14.3,69,2005-02-27 08:00:00,2004-01-01 00:00:00
1,0.9,13.6,70,2005-02-27 12:00:00,2004-01-01 00:00:00
1,0.9,13.5,70,2005-02-27 13:00:00,2004-01-01 00:00:00
1,0.9,13.4,71,2005-02-27 14:00:00,2004-01-01 00:00:00
1,0.9,13.2,71,2005-02-27 17:00:00,2004-01-01 00:00:00
1,0.8,13.1,71,2005-02-27 18:00:00,2004-01-01 00:00:00
1,0.8,12.9,71,2005-02-27 22:00:00,2004-01-01 00:00:00
1,0.8,12.9,71,2005-02-27 21:00:00,2004-01-01 00:00:00
1,0.6,13.4,78,2005-03-03 16:00:00,2004-01-01 00:00:00
1,0.9,12.2,85,2005-03-09 14:00:00,2004-01-01 00:00:00
1,1.1,14.8,72,2005-02-28 04:00:00,2004-01-01 00:00:00
1,1.2,14.8,72,2005-02-28 05:00:00,2004-01-01 00:00:00
1,1.2,14.7,73,2005-02-28 09:00:00,2004-01-01 00:00:00
1,1.2,14.6,74,2005-02-28 10:00:00,2004-01-01 00:00:00
1,1.2,14.6,74,2005-02-28 11:00:00,2004-01-01 00:00:00
1,1.1,14.2,75,2005-02-28 14:00:00,2004-01-01 00:00:00
1,1.1,14.0,76,2005-02-28 15:00:00,2004-01-01 00:00:00
1,0.3,13.6,86,2005-03-02 04:00:00,2004-01-01 00:00:00
1,0.9,13.1,79,2005-02-28 21:00:00,2004-01-01 00:00:00
1,0.8,12.8,80,2005-02-28 23:00:00,2004-01-01 00:00:00
1,0.8,12.6,80,2005-03-01 00:00:00,2004-01-01 00:00:00
1,0.7,12.5,81,2005-03-01 01:00:00,2004-01-01 00:00:00
1,0.7,12.4,81,2005-03-01 02:00:00,2004-01-01 00:00:00
1,0.7,12.3,81,2005-03-01 03:00:00,2004-01-01 00:00:00
1,0.6,12.2,82,2005-03-01 06:00:00,2004-01-01 00:00:00
1,0.6,12.0,82,2005-03-01 08:00:00,2004-01-01 00:00:00
1,0.5,11.8,81,2005-03-01 11:00:00,2004-01-01 00:00:00
1,0.5,11.7,81,2005-03-01 12:00:00,2004-01-01 00:00:00
1,0.4,11.6,81,2005-03-01 13:00:00,2004-01-01 00:00:00
1,0.3,11.3,80,2005-03-01 17:00:00,2004-01-01 00:00:00
1,0.2,11.1,79,2005-03-01 21:00:00,2004-01-01 00:00:00
1,0.2,11.1,78,2005-03-01 22:00:00,2004-01-01 00:00:00
1,0.3,13.6,86,2005-03-02 05:00:00,2004-01-01 00:00:00
1,0.2,14.1,87,2005-03-02 01:00:00,2004-01-01 00:00:00
1,0.2,10.1,86,2005-03-06 00:00:00,2004-01-01 00:00:00
1,0.8,11.8,84,2005-03-04 18:00:00,2004-01-01 00:00:00
1,0.3,13.5,87,2005-03-02 06:00:00,2004-01-01 00:00:00
1,0.4,13.4,87,2005-03-02 08:00:00,2004-01-01 00:00:00
1,0.4,13.4,87,2005-03-02 09:00:00,2004-01-01 00:00:00
1,0.4,13.4,87,2005-03-02 10:00:00,2004-01-01 00:00:00
1,0.5,13.3,87,2005-03-02 12:00:00,2004-01-01 00:00:00
1,0.4,12.2,82,2005-03-03 10:00:00,2004-01-01 00:00:00
1,0.5,13.2,88,2005-03-02 16:00:00,2004-01-01 00:00:00
1,0.5,13.2,88,2005-03-02 18:00:00,2004-01-01 00:00:00
1,0.5,13.1,87,2005-03-02 20:00:00,2004-01-01 00:00:00
1,0.5,13.0,87,2005-03-02 21:00:00,2004-01-01 00:00:00
1,0.5,10.7,87,2005-02-25 20:00:00,2004-01-01 00:00:00
1,0.5,12.9,87,2005-03-02 23:00:00,2004-01-01 00:00:00
1,0.4,12.7,86,2005-03-03 00:00:00,2004-01-01 00:00:00
1,0.4,12.5,86,2005-03-03 02:00:00,2004-01-01 00:00:00
1,0.7,11.5,84,2005-03-04 20:00:00,2004-01-01 00:00:00
1,1.0,12.3,82,2005-03-04 12:00:00,2004-01-01 00:00:00
1,1.0,12.4,82,2005-03-04 11:00:00,2004-01-01 00:00:00
1,0.5,13.4,78,2005-03-03 14:00:00,2004-01-01 00:00:00
1,0.4,13.9,79,2005-03-06 18:00:00,2004-01-01 00:00:00
1,0.5,13.3,80,2005-03-03 12:00:00,2004-01-01 00:00:00
1,0.5,13.4,79,2005-03-03 13:00:00,2004-01-01 00:00:00
1,0.4,17.6,60,2005-03-11 04:00:00,2004-01-01 00:00:00
1,0.6,13.4,78,2005-03-03 17:00:00,2004-01-01 00:00:00
1,0.7,13.4,78,2005-03-03 19:00:00,2004-01-01 00:00:00
1,0.7,13.4,78,2005-03-03 20:00:00,2004-01-01 00:00:00
1,0.9,12.0,83,2005-03-04 16:00:00,2004-01-01 00:00:00
1,0.4,12.3,85,2005-03-03 05:00:00,2004-01-01 00:00:00
1,0.7,12.2,89,2005-03-10 09:00:00,2004-01-01 00:00:00
1,0.2,10.8,91,2005-02-26 15:00:00,2004-01-01 00:00:00
1,0.7,11.4,84,2005-03-04 21:00:00,2004-01-01 00:00:00
1,0.9,12.2,82,2005-03-04 13:00:00,2004-01-01 00:00:00
1,0.7,12.2,89,2005-03-10 10:00:00,2004-01-01 00:00:00
1,0.9,12.0,83,2005-03-04 15:00:00,2004-01-01 00:00:00
1,0.3,13.7,85,2005-03-02 03:00:00,2004-01-01 00:00:00
1,0.2,13.9,87,2005-03-02 02:00:00,2004-01-01 00:00:00
1,0.2,10.0,86,2005-03-06 04:00:00,2004-01-01 00:00:00
1,1.1,12.2,82,2005-03-09 06:00:00,2004-01-01 00:00:00
1,0.4,12.4,86,2005-03-03 03:00:00,2004-01-01 00:00:00
1,0.2,14.4,86,2005-03-02 00:00:00,2004-01-01 00:00:00
1,0.6,11.2,85,2005-03-05 00:00:00,2004-01-01 00:00:00
1,0.6,11.2,85,2005-03-05 01:00:00,2004-01-01 00:00:00
1,0.6,11.4,84,2005-03-04 22:00:00,2004-01-01 00:00:00
1,0.5,10.9,88,2005-03-05 07:00:00,2004-01-01 00:00:00
1,0.5,11.1,86,2005-03-05 02:00:00,2004-01-01 00:00:00
1,0.5,11.1,86,2005-03-05 03:00:00,2004-01-01 00:00:00
1,1.2,12.2,82,2005-03-09 05:00:00,2004-01-01 00:00:00
1,0.4,10.8,90,2005-03-05 08:00:00,2004-01-01 00:00:00
1,0.4,10.8,90,2005-03-05 09:00:00,2004-01-01 00:00:00
1,0.4,10.6,89,2005-03-05 14:00:00,2004-01-01 00:00:00
1,0.3,10.4,87,2005-03-05 16:00:00,2004-01-01 00:00:00
1,0.3,10.3,87,2005-03-05 17:00:00,2004-01-01 00:00:00
1,0.3,10.3,87,2005-03-05 18:00:00,2004-01-01 00:00:00
1,2.0,12.3,66,2005-03-08 07:00:00,2004-01-01 00:00:00
1,0.9,12.2,85,2005-03-09 15:00:00,2004-01-01 00:00:00
1,0.2,13.8,85,2005-03-06 09:00:00,2004-01-01 00:00:00
1,0.2,13.8,87,2005-03-06 07:00:00,2004-01-01 00:00:00
1,1.3,12.4,80,2005-03-08 23:00:00,2004-01-01 00:00:00
1,0.2,13.8,84,2005-03-06 12:00:00,2004-01-01 00:00:00
1,0.3,13.9,81,2005-03-06 16:00:00,2004-01-01 00:00:00
1,0.3,13.9,80,2005-03-06 17:00:00,2004-01-01 00:00:00
1,1.8,12.7,66,2005-03-07 21:00:00,2004-01-01 00:00:00
1,0.8,14.3,72,2005-03-07 02:00:00,2004-01-01 00:00:00
1,0.8,14.3,72,2005-03-07 03:00:00,2004-01-01 00:00:00
1,1.0,14.0,70,2005-03-07 05:00:00,2004-01-01 00:00:00
1,1.1,13.7,69,2005-03-07 08:00:00,2004-01-01 00:00:00
1,1.3,13.5,68,2005-03-07 10:00:00,2004-01-01 00:00:00
1,1.4,13.5,68,2005-03-07 11:00:00,2004-01-01 00:00:00
1,1.7,13.0,66,2005-03-07 19:00:00,2004-01-01 00:00:00
1,1.8,12.9,66,2005-03-07 20:00:00,2004-01-01 00:00:00
1,1.0,12.2,83,2005-03-09 09:00:00,2004-01-01 00:00:00
1,1.9,12.4,66,2005-03-08 02:00:00,2004-01-01 00:00:00
1,2.0,12.3,66,2005-03-08 06:00:00,2004-01-01 00:00:00
1,1.6,13.2,79,2005-03-08 08:00:00,2004-01-01 00:00:00
1,0.3,12.0,92,2005-03-10 20:00:00,2004-01-01 00:00:00
1,1.5,12.9,80,2005-03-08 13:00:00,2004-01-01 00:00:00
1,1.5,12.7,80,2005-03-08 16:00:00,2004-01-01 00:00:00
1,0.2,13.8,85,2005-03-06 10:00:00,2004-01-01 00:00:00
1,1.4,12.5,80,2005-03-08 20:00:00,2004-01-01 00:00:00
1,1.3,12.4,80,2005-03-08 22:00:00,2004-01-01 00:00:00
1,0.8,12.3,86,2005-03-09 19:00:00,2004-01-01 00:00:00
1,1.2,12.3,81,2005-03-09 02:00:00,2004-01-01 00:00:00
1,0.2,13.8,86,2005-03-06 08:00:00,2004-01-01 00:00:00
1,1.1,12.2,82,2005-03-09 07:00:00,2004-01-01 00:00:00
1,1.0,12.7,81,2005-03-04 08:00:00,2004-01-01 00:00:00
1,0.8,12.3,87,2005-03-09 21:00:00,2004-01-01 00:00:00
1,0.8,12.3,87,2005-03-09 22:00:00,2004-01-01 00:00:00
1,1.9,12.4,66,2005-03-08 01:00:00,2004-01-01 00:00:00
1,0.8,12.3,87,2005-03-10 01:00:00,2004-01-01 00:00:00
1,0.7,12.3,87,2005-03-10 03:00:00,2004-01-01 00:00:00
1,0.8,12.3,88,2005-03-10 06:00:00,2004-01-01 00:00:00
1,0.8,12.3,87,2005-03-10 00:00:00,2004-01-01 00:00:00
1,0.9,14.4,62,2005-03-11 21:00:00,2004-01-01 00:00:00
1,0.6,12.2,90,2005-03-10 11:00:00,2004-01-01 00:00:00
1,0.2,18.7,61,2005-03-10 23:00:00,2004-01-01 00:00:00
1,1.8,12.6,66,2005-03-07 22:00:00,2004-01-01 00:00:00
1,0.5,17.4,60,2005-03-11 05:00:00,2004-01-01 00:00:00
1,0.5,17.0,60,2005-03-11 06:00:00,2004-01-01 00:00:00
1,0.6,16.6,61,2005-03-11 08:00:00,2004-01-01 00:00:00
1,0.7,16.3,61,2005-03-11 10:00:00,2004-01-01 00:00:00
1,0.8,16.1,61,2005-03-11 14:00:00,2004-01-01 00:00:00
1,0.9,16.0,62,2005-03-11 15:00:00,2004-01-01 00:00:00
1,0.9,15.7,62,2005-03-11 17:00:00,2004-01-01 00:00:00
1,0.9,14.9,62,2005-03-11 19:00:00,2004-01-01 00:00:00
1,1.0,14.7,62,2005-03-11 20:00:00,2004-01-01 00:00:00
1,0.8,13.8,61,2005-03-12 00:00:00,2004-01-01 00:00:00
1,0.7,13.6,61,2005-03-12 02:00:00,2004-01-01 00:00:00
1,0.7,13.4,60,2005-03-12 04:00:00,2004-01-01 00:00:00
1,0.6,12.4,55,2005-03-12 10:00:00,2004-01-01 00:00:00
1,0.5,12.2,54,2005-03-12 13:00:00,2004-01-01 00:00:00
1,0.3,18.2,60,2005-03-11 01:00:00,2004-01-01 00:00:00
1,0.6,10.7,80,2005-02-25 13:00:00,2004-01-01 00:00:00
1,1.1,12.1,80,2005-02-16 06:00:00,2004-01-01 00:00:00
1,1.0,9.3,71,2005-02-15 02:00:00,2004-01-01 00:00:00
1,2.9,11.2,133,2005-02-18 04:00:00,2004-01-01 00:00:00
1,2.8,11.2,133,2005-02-18 05:00:00,2004-01-01 00:00:00
1,2.6,10.2,143,2005-02-18 19:00:00,2004-01-01 00:00:00
1,1.0,9.3,72,2005-02-15 01:00:00,2004-01-01 00:00:00
1,2.5,10.9,136,2005-02-18 12:00:00,2004-01-01 00:00:00
1,1.6,9.4,132,2005-02-20 05:00:00,2004-01-01 00:00:00
1,0.7,13.0,73,2005-02-24 02:00:00,2004-01-01 00:00:00
1,1.2,12.3,81,2005-02-16 09:00:00,2004-01-01 00:00:00
1,2.3,10.0,145,2005-02-18 22:00:00,2004-01-01 00:00:00
1,2.9,11.9,146,2005-02-19 06:00:00,2004-01-01 00:00:00
1,0.4,10.7,87,2005-02-26 00:00:00,2004-01-01 00:00:00
1,2.7,10.3,83,2005-02-12 19:00:00,2004-01-01 00:00:00
1,3.0,10.2,85,2005-02-12 17:00:00,2004-01-01 00:00:00
1,4.4,10.2,87,2005-02-12 12:00:00,2004-01-01 00:00:00
1,0.3,9.9,77,2005-02-22 05:00:00,2004-01-01 00:00:00
1,1.2,9.2,127,2005-02-20 11:00:00,2004-01-01 00:00:00
1,2.7,10.3,149,2005-02-19 15:00:00,2004-01-01 00:00:00
1,0.7,11.0,76,2005-02-25 07:00:00,2004-01-01 00:00:00
1,1.6,9.4,132,2005-02-20 04:00:00,2004-01-01 00:00:00
1,0.2,10.3,74,2005-02-21 17:00:00,2004-01-01 00:00:00
1,0.7,12.3,80,2005-02-23 06:00:00,2004-01-01 00:00:00
1,2.5,10.3,142,2005-02-18 18:00:00,2004-01-01 00:00:00
1,1.1,9.1,127,2005-02-20 13:00:00,2004-01-01 00:00:00
1,0.2,10.2,76,2005-02-21 18:00:00,2004-01-01 00:00:00
1,1.0,8.9,127,2005-02-20 15:00:00,2004-01-01 00:00:00
1,0.4,10.6,87,2005-02-25 22:00:00,2004-01-01 00:00:00
1,1.6,11.1,82,2005-02-17 22:00:00,2004-01-01 00:00:00
1,2.0,11.2,96,2005-02-17 18:00:00,2004-01-01 00:00:00
1,0.4,10.6,87,2005-02-25 23:00:00,2004-01-01 00:00:00
1,0.2,13.2,85,2005-02-22 14:00:00,2004-01-01 00:00:00
1,0.6,8.4,120,2005-02-21 01:00:00,2004-01-01 00:00:00
1,0.2,10.1,75,2005-02-21 22:00:00,2004-01-01 00:00:00
1,0.3,10.0,75,2005-02-22 00:00:00,2004-01-01 00:00:00
1,0.3,9.9,77,2005-02-22 03:00:00,2004-01-01 00:00:00
1,0.3,9.9,77,2005-02-22 04:00:00,2004-01-01 00:00:00
1,0.3,9.8,78,2005-02-22 07:00:00,2004-01-01 00:00:00
1,0.2,9.8,79,2005-02-22 09:00:00,2004-01-01 00:00:00
1,0.7,11.1,75,2005-02-25 05:00:00,2004-01-01 00:00:00
1,2.8,11.1,133,2005-02-18 06:00:00,2004-01-01 00:00:00
1,2.2,11.3,94,2005-02-17 17:00:00,2004-01-01 00:00:00
1,0.4,12.2,83,2005-03-03 09:00:00,2004-01-01 00:00:00
1,1.6,11.1,82,2005-02-18 00:00:00,2004-01-01 00:00:00
1,0.2,12.8,85,2005-02-22 15:00:00,2004-01-01 00:00:00
1,0.3,12.6,83,2005-02-22 17:00:00,2004-01-01 00:00:00
1,2.7,10.2,150,2005-02-19 16:00:00,2004-01-01 00:00:00
1,0.3,12.5,83,2005-02-22 18:00:00,2004-01-01 00:00:00
1,0.6,12.4,81,2005-02-23 02:00:00,2004-01-01 00:00:00
1,0.7,12.3,79,2005-02-23 10:00:00,2004-01-01 00:00:00
1,0.8,12.3,78,2005-02-23 12:00:00,2004-01-01 00:00:00
1,0.8,12.3,78,2005-02-23 13:00:00,2004-01-01 00:00:00
1,0.7,11.9,78,2005-02-23 17:00:00,2004-01-01 00:00:00
1,0.6,11.9,77,2005-02-23 19:00:00,2004-01-01 00:00:00
1,0.6,11.8,77,2005-02-23 20:00:00,2004-01-01 00:00:00
1,0.7,11.8,76,2005-02-23 21:00:00,2004-01-01 00:00:00
1,0.7,11.5,71,2005-02-24 23:00:00,2004-01-01 00:00:00
1,0.7,12.6,74,2005-02-24 00:00:00,2004-01-01 00:00:00
1,0.7,12.9,74,2005-02-24 01:00:00,2004-01-01 00:00:00
1,0.2,16.1,70,2005-02-26 17:00:00,2004-01-01 00:00:00
